,Topic
32339,Heart Failure
3278,Major Cardiovascular Disease
36052,Heart Failure
19009,Heart Failure
30592,Heart Failure
19916,Coronary Heart Disease
26237,Heart Failure
31905,Heart Failure
24389,Heart Failure
18710,Coronary Heart Disease
22474,Heart Failure
23833,Heart Failure
24600,Heart Failure
25188,Heart Failure
1339,Major Cardiovascular Disease
25057,Heart Failure
36541,Heart Failure
39061,Stroke
22093,Heart Failure
14355,Coronary Heart Disease
3480,Major Cardiovascular Disease
34798,Heart Failure
2058,Major Cardiovascular Disease
34713,Heart Failure
10910,Acute Myocardial Infarction (Heart Attack)
39495,Stroke
903,Major Cardiovascular Disease
38548,Stroke
27266,Heart Failure
30346,Heart Failure
41149,Stroke
22161,Heart Failure
39663,Stroke
18090,Heart Failure
10685,Diseases of the Heart (Heart Disease)
23603,Heart Failure
25717,Heart Failure
24234,Heart Failure
19776,Heart Failure
39181,Stroke
36650,Stroke
5211,Diseases of the Heart (Heart Disease)
32022,Heart Failure
18641,Heart Failure
23980,Heart Failure
5227,Diseases of the Heart (Heart Disease)
3558,Major Cardiovascular Disease
9255,Acute Myocardial Infarction (Heart Attack)
12214,Acute Myocardial Infarction (Heart Attack)
25895,Heart Failure
5859,Major Cardiovascular Disease
42015,Stroke
12867,Acute Myocardial Infarction (Heart Attack)
40145,Stroke
23672,Heart Failure
7506,Diseases of the Heart (Heart Disease)
13450,Coronary Heart Disease
11657,Acute Myocardial Infarction (Heart Attack)
3426,Major Cardiovascular Disease
2352,Major Cardiovascular Disease
35012,Heart Failure
34654,Heart Failure
33017,Heart Failure
3869,Major Cardiovascular Disease
23749,Heart Failure
12381,Acute Myocardial Infarction (Heart Attack)
31295,Heart Failure
35717,Heart Failure
37559,Heart Failure
24447,Heart Failure
26739,Heart Failure
20238,Heart Failure
41993,Stroke
7971,Diseases of the Heart (Heart Disease)
7227,Diseases of the Heart (Heart Disease)
40615,Stroke
13144,Acute Myocardial Infarction (Heart Attack)
17757,Coronary Heart Disease
7494,Diseases of the Heart (Heart Disease)
6806,Diseases of the Heart (Heart Disease)
37154,Stroke
20998,Heart Failure
17634,Coronary Heart Disease
18720,Coronary Heart Disease
6377,Diseases of the Heart (Heart Disease)
3392,Major Cardiovascular Disease
13243,Acute Myocardial Infarction (Heart Attack)
12294,Acute Myocardial Infarction (Heart Attack)
28174,Heart Failure
32811,Heart Failure
30606,Heart Failure
38398,Heart Failure
22977,Heart Failure
37839,Heart Failure
31961,Heart Failure
27580,Heart Failure
810,Major Cardiovascular Disease
18586,Coronary Heart Disease
3612,Major Cardiovascular Disease
41829,Stroke
35960,Heart Failure
24001,Heart Failure
23964,Heart Failure
1713,Major Cardiovascular Disease
11866,Acute Myocardial Infarction (Heart Attack)
21598,Heart Failure
23671,Heart Failure
4742,Diseases of the Heart (Heart Disease)
26989,Heart Failure
39828,Stroke
22422,Heart Failure
6464,Diseases of the Heart (Heart Disease)
26656,Heart Failure
35639,Heart Failure
31590,Heart Failure
2767,Major Cardiovascular Disease
15402,Coronary Heart Disease
12400,Acute Myocardial Infarction (Heart Attack)
30943,Heart Failure
17968,Coronary Heart Disease
17008,Coronary Heart Disease
39906,Stroke
12332,Acute Myocardial Infarction (Heart Attack)
23856,Heart Failure
22907,Heart Failure
28997,Heart Failure
880,Major Cardiovascular Disease
14061,Coronary Heart Disease
5790,Diseases of the Heart (Heart Disease)
4336,Diseases of the Heart (Heart Disease)
20831,Heart Failure
36152,Heart Failure
41889,Stroke
13560,Coronary Heart Disease
39373,Stroke
22356,Heart Failure
26597,Heart Failure
40236,Stroke
12487,Acute Myocardial Infarction (Heart Attack)
29659,Heart Failure
40950,Stroke
3109,Major Cardiovascular Disease
27210,Heart Failure
22267,Heart Failure
21567,Heart Failure
9299,Acute Myocardial Infarction (Heart Attack)
39327,Stroke
16741,Coronary Heart Disease
32900,Heart Failure
18587,Heart Failure
24981,Heart Failure
13547,Coronary Heart Disease
27063,Heart Failure
22181,Heart Failure
33633,Heart Failure
26917,Heart Failure
27249,Heart Failure
30602,Heart Failure
22121,Heart Failure
37134,Heart Failure
9446,Acute Myocardial Infarction (Heart Attack)
3863,Major Cardiovascular Disease
5331,Diseases of the Heart (Heart Disease)
22396,Heart Failure
22365,Heart Failure
8892,Diseases of the Heart (Heart Disease)
40339,Stroke
40006,Stroke
5292,Major Cardiovascular Disease
10205,Diseases of the Heart (Heart Disease)
38188,Heart Failure
31411,Heart Failure
38940,Stroke
32155,Heart Failure
12067,Acute Myocardial Infarction (Heart Attack)
19189,Heart Failure
8238,Diseases of the Heart (Heart Disease)
33064,Heart Failure
7262,Diseases of the Heart (Heart Disease)
30937,Heart Failure
37123,Heart Failure
21659,Heart Failure
28224,Heart Failure
32305,Heart Failure
28710,Heart Failure
11963,Acute Myocardial Infarction (Heart Attack)
31197,Heart Failure
27530,Heart Failure
41398,Stroke
1190,Major Cardiovascular Disease
12251,Acute Myocardial Infarction (Heart Attack)
23502,Heart Failure
39398,Stroke
3448,Major Cardiovascular Disease
587,Major Cardiovascular Disease
8833,Acute Myocardial Infarction (Heart Attack)
31442,Heart Failure
15055,Acute Myocardial Infarction (Heart Attack)
17786,Coronary Heart Disease
22865,Heart Failure
1695,Major Cardiovascular Disease
7473,Diseases of the Heart (Heart Disease)
41368,Stroke
23262,Heart Failure
23383,Heart Failure
12914,Acute Myocardial Infarction (Heart Attack)
16081,Coronary Heart Disease
19086,Heart Failure
16099,Coronary Heart Disease
18625,Heart Failure
6501,Diseases of the Heart (Heart Disease)
37942,Stroke
29796,Heart Failure
26025,Heart Failure
20731,Heart Failure
20001,Coronary Heart Disease
4918,Diseases of the Heart (Heart Disease)
19692,Heart Failure
31260,Heart Failure
27307,Heart Failure
35762,Heart Failure
4640,Diseases of the Heart (Heart Disease)
20390,Heart Failure
29876,Heart Failure
12698,Acute Myocardial Infarction (Heart Attack)
26554,Heart Failure
26450,Heart Failure
11801,Acute Myocardial Infarction (Heart Attack)
14346,Coronary Heart Disease
10507,Acute Myocardial Infarction (Heart Attack)
2877,Major Cardiovascular Disease
38174,Heart Failure
7238,Diseases of the Heart (Heart Disease)
17843,Heart Failure
21663,Heart Failure
42486,Stroke
22092,Heart Failure
3464,Major Cardiovascular Disease
24083,Heart Failure
17022,Coronary Heart Disease
26754,Heart Failure
31671,Heart Failure
10850,Diseases of the Heart (Heart Disease)
23843,Heart Failure
19583,Heart Failure
11411,Acute Myocardial Infarction (Heart Attack)
30736,Heart Failure
13601,Acute Myocardial Infarction (Heart Attack)
40810,Stroke
16185,Coronary Heart Disease
40596,Stroke
19531,Heart Failure
18785,Heart Failure
8916,Acute Myocardial Infarction (Heart Attack)
41106,Stroke
22536,Heart Failure
37396,Heart Failure
18357,Coronary Heart Disease
2639,Major Cardiovascular Disease
11336,Acute Myocardial Infarction (Heart Attack)
22560,Heart Failure
20900,Heart Failure
40241,Stroke
22331,Heart Failure
12903,Acute Myocardial Infarction (Heart Attack)
10848,Acute Myocardial Infarction (Heart Attack)
39576,Stroke
25070,Heart Failure
10965,Acute Myocardial Infarction (Heart Attack)
2704,Major Cardiovascular Disease
16667,Coronary Heart Disease
12079,Acute Myocardial Infarction (Heart Attack)
40632,Stroke
12327,Acute Myocardial Infarction (Heart Attack)
9654,Diseases of the Heart (Heart Disease)
24745,Heart Failure
20048,Heart Failure
30442,Heart Failure
16384,Coronary Heart Disease
12282,Acute Myocardial Infarction (Heart Attack)
16356,Coronary Heart Disease
305,Major Cardiovascular Disease
38052,Heart Failure
31656,Heart Failure
21189,Heart Failure
27502,Heart Failure
38727,Stroke
42198,Stroke
3732,Major Cardiovascular Disease
14502,Acute Myocardial Infarction (Heart Attack)
27816,Heart Failure
38922,Stroke
4252,Major Cardiovascular Disease
39029,Stroke
28621,Heart Failure
5969,Major Cardiovascular Disease
10,Stroke
25164,Heart Failure
28956,Heart Failure
8620,Diseases of the Heart (Heart Disease)
31814,Heart Failure
11483,Acute Myocardial Infarction (Heart Attack)
17943,Coronary Heart Disease
39275,Stroke
2325,Major Cardiovascular Disease
17568,Coronary Heart Disease
39043,Stroke
41527,Stroke
32719,Heart Failure
13043,Acute Myocardial Infarction (Heart Attack)
444,Major Cardiovascular Disease
41129,Stroke
26392,Heart Failure
28943,Heart Failure
27015,Heart Failure
39148,Stroke
19032,Coronary Heart Disease
6923,Diseases of the Heart (Heart Disease)
8505,Diseases of the Heart (Heart Disease)
172,Major Cardiovascular Disease
23339,Heart Failure
20379,Heart Failure
33081,Heart Failure
22732,Heart Failure
1793,Major Cardiovascular Disease
34855,Heart Failure
11653,Acute Myocardial Infarction (Heart Attack)
28385,Heart Failure
39242,Stroke
41664,Stroke
5143,Diseases of the Heart (Heart Disease)
24919,Heart Failure
18861,Coronary Heart Disease
32585,Heart Failure
6112,Diseases of the Heart (Heart Disease)
16866,Coronary Heart Disease
3118,Major Cardiovascular Disease
16921,Coronary Heart Disease
39943,Stroke
4348,Diseases of the Heart (Heart Disease)
30626,Heart Failure
5631,Diseases of the Heart (Heart Disease)
27128,Heart Failure
38973,Stroke
22753,Heart Failure
42549,Stroke
5318,Diseases of the Heart (Heart Disease)
23363,Heart Failure
12678,Acute Myocardial Infarction (Heart Attack)
21876,Heart Failure
36030,Heart Failure
3070,Major Cardiovascular Disease
34012,Heart Failure
5371,Diseases of the Heart (Heart Disease)
37572,Heart Failure
33321,Heart Failure
5050,Diseases of the Heart (Heart Disease)
17616,Coronary Heart Disease
16143,Coronary Heart Disease
7212,Diseases of the Heart (Heart Disease)
10147,Diseases of the Heart (Heart Disease)
4839,Diseases of the Heart (Heart Disease)
9657,Acute Myocardial Infarction (Heart Attack)
31559,Heart Failure
21210,Heart Failure
26633,Heart Failure
4825,Diseases of the Heart (Heart Disease)
6207,Diseases of the Heart (Heart Disease)
34135,Heart Failure
20860,Heart Failure
14489,Coronary Heart Disease
23650,Heart Failure
19167,Heart Failure
4256,Major Cardiovascular Disease
2131,Major Cardiovascular Disease
13241,Acute Myocardial Infarction (Heart Attack)
37288,Stroke
28824,Heart Failure
28161,Heart Failure
24322,Heart Failure
18173,Coronary Heart Disease
17423,Coronary Heart Disease
27623,Heart Failure
41025,Stroke
6452,Diseases of the Heart (Heart Disease)
2792,Major Cardiovascular Disease
32341,Heart Failure
22407,Heart Failure
19869,Heart Failure
485,Major Cardiovascular Disease
29609,Heart Failure
12863,Acute Myocardial Infarction (Heart Attack)
24276,Heart Failure
1617,Major Cardiovascular Disease
38065,Heart Failure
32539,Heart Failure
34469,Heart Failure
22509,Heart Failure
156,Major Cardiovascular Disease
5241,Diseases of the Heart (Heart Disease)
4826,Diseases of the Heart (Heart Disease)
11502,Acute Myocardial Infarction (Heart Attack)
25132,Heart Failure
32487,Heart Failure
25768,Heart Failure
39806,Stroke
7814,Diseases of the Heart (Heart Disease)
8072,Diseases of the Heart (Heart Disease)
5447,Diseases of the Heart (Heart Disease)
41523,Stroke
3704,Major Cardiovascular Disease
4539,Diseases of the Heart (Heart Disease)
12343,Acute Myocardial Infarction (Heart Attack)
3173,Major Cardiovascular Disease
40940,Stroke
19962,Coronary Heart Disease
2541,Major Cardiovascular Disease
20153,Heart Failure
38046,Stroke
7724,Diseases of the Heart (Heart Disease)
42446,Stroke
18343,Coronary Heart Disease
25318,Heart Failure
32066,Heart Failure
22265,Heart Failure
36381,Heart Failure
33497,Heart Failure
36890,Heart Failure
35191,Heart Failure
28002,Heart Failure
9596,Acute Myocardial Infarction (Heart Attack)
42324,Stroke
36510,Stroke
7939,Diseases of the Heart (Heart Disease)
26131,Heart Failure
12052,Acute Myocardial Infarction (Heart Attack)
21174,Heart Failure
19830,Coronary Heart Disease
31048,Heart Failure
15465,Coronary Heart Disease
22182,Heart Failure
1291,Major Cardiovascular Disease
10074,Acute Myocardial Infarction (Heart Attack)
27481,Heart Failure
38287,Heart Failure
2324,Major Cardiovascular Disease
38247,Heart Failure
22394,Heart Failure
36446,Heart Failure
24053,Heart Failure
6632,Diseases of the Heart (Heart Disease)
22461,Heart Failure
3852,Major Cardiovascular Disease
19480,Coronary Heart Disease
30802,Heart Failure
41963,Stroke
28454,Heart Failure
24851,Heart Failure
3152,Major Cardiovascular Disease
24368,Heart Failure
1921,Major Cardiovascular Disease
5627,Diseases of the Heart (Heart Disease)
23792,Heart Failure
1534,Major Cardiovascular Disease
31908,Heart Failure
20140,Heart Failure
4657,Diseases of the Heart (Heart Disease)
19401,Heart Failure
27720,Heart Failure
13964,Acute Myocardial Infarction (Heart Attack)
14380,Coronary Heart Disease
38538,Stroke
4219,Major Cardiovascular Disease
24864,Heart Failure
13000,Acute Myocardial Infarction (Heart Attack)
17352,Coronary Heart Disease
36118,Heart Failure
10216,Acute Myocardial Infarction (Heart Attack)
8732,Acute Myocardial Infarction (Heart Attack)
20820,Heart Failure
27728,Heart Failure
35436,Heart Failure
18170,Heart Failure
29695,Heart Failure
22317,Heart Failure
25200,Heart Failure
29867,Heart Failure
4408,Diseases of the Heart (Heart Disease)
13395,Acute Myocardial Infarction (Heart Attack)
7589,Diseases of the Heart (Heart Disease)
19967,Coronary Heart Disease
36286,Heart Failure
26300,Heart Failure
39908,Stroke
34158,Heart Failure
9209,Acute Myocardial Infarction (Heart Attack)
41131,Stroke
21706,Heart Failure
7659,Diseases of the Heart (Heart Disease)
2018,Major Cardiovascular Disease
18164,Coronary Heart Disease
3843,Major Cardiovascular Disease
21544,Heart Failure
40165,Stroke
2148,Major Cardiovascular Disease
40449,Stroke
26083,Heart Failure
21480,Heart Failure
8419,Diseases of the Heart (Heart Disease)
2322,Major Cardiovascular Disease
7186,Diseases of the Heart (Heart Disease)
27881,Heart Failure
6500,Diseases of the Heart (Heart Disease)
11316,Acute Myocardial Infarction (Heart Attack)
8658,Diseases of the Heart (Heart Disease)
34694,Heart Failure
37631,Heart Failure
42130,Stroke
40683,Stroke
4359,Diseases of the Heart (Heart Disease)
20203,Heart Failure
27748,Heart Failure
6167,Diseases of the Heart (Heart Disease)
4724,Diseases of the Heart (Heart Disease)
5689,Diseases of the Heart (Heart Disease)
13565,Coronary Heart Disease
4732,Diseases of the Heart (Heart Disease)
25877,Heart Failure
21938,Heart Failure
25219,Heart Failure
18295,Coronary Heart Disease
16889,Coronary Heart Disease
15221,Acute Myocardial Infarction (Heart Attack)
18019,Heart Failure
32508,Heart Failure
3689,Major Cardiovascular Disease
12510,Acute Myocardial Infarction (Heart Attack)
3164,Major Cardiovascular Disease
41120,Stroke
35925,Heart Failure
35706,Heart Failure
19370,Heart Failure
36476,Heart Failure
29156,Heart Failure
4226,Major Cardiovascular Disease
16620,Coronary Heart Disease
27699,Heart Failure
33432,Heart Failure
6684,Diseases of the Heart (Heart Disease)
24279,Heart Failure
31105,Heart Failure
37337,Heart Failure
26213,Heart Failure
3039,Major Cardiovascular Disease
38279,Heart Failure
27353,Heart Failure
31607,Heart Failure
42253,Stroke
31328,Heart Failure
41173,Stroke
22259,Heart Failure
24201,Heart Failure
5383,Diseases of the Heart (Heart Disease)
8686,Acute Myocardial Infarction (Heart Attack)
42548,Stroke
40787,Stroke
4105,Major Cardiovascular Disease
29496,Heart Failure
21878,Heart Failure
20003,Coronary Heart Disease
3468,Major Cardiovascular Disease
14359,Coronary Heart Disease
39904,Stroke
18610,Heart Failure
18899,Coronary Heart Disease
28703,Heart Failure
9546,Diseases of the Heart (Heart Disease)
35209,Heart Failure
30060,Heart Failure
6879,Diseases of the Heart (Heart Disease)
20665,Heart Failure
37010,Heart Failure
7590,Diseases of the Heart (Heart Disease)
8619,Diseases of the Heart (Heart Disease)
40328,Stroke
46,Major Cardiovascular Disease
15076,Acute Myocardial Infarction (Heart Attack)
36206,Heart Failure
41107,Stroke
8634,Diseases of the Heart (Heart Disease)
34687,Heart Failure
16873,Coronary Heart Disease
38477,Stroke
5847,Major Cardiovascular Disease
11496,Acute Myocardial Infarction (Heart Attack)
41294,Stroke
28547,Heart Failure
4186,Major Cardiovascular Disease
1004,Major Cardiovascular Disease
32383,Heart Failure
324,Major Cardiovascular Disease
8173,Diseases of the Heart (Heart Disease)
40665,Stroke
41500,Stroke
13599,Coronary Heart Disease
35392,Heart Failure
4893,Diseases of the Heart (Heart Disease)
8714,Acute Myocardial Infarction (Heart Attack)
23495,Heart Failure
25308,Heart Failure
23269,Heart Failure
4341,Diseases of the Heart (Heart Disease)
5021,Diseases of the Heart (Heart Disease)
4778,Diseases of the Heart (Heart Disease)
30099,Heart Failure
30693,Heart Failure
8575,Diseases of the Heart (Heart Disease)
