,Year,LocationDesc,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,LowConfidenceLimit,HighConfidenceLimit,Break_Out_Category,Break_Out,GeoLocation
28539,2004,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",17.3,17.3,16.7,17.8,Race,Hispanic,
28556,2008,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",7.8,7.8,7.6,8.1,Race,Other,
28559,2012,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",7.9,7.9,7.6,8.1,Race,Other,
28564,2011,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",9.2,9.2,9.1,9.3,Gender,Female,
28593,2007,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",14.9,14.9,14.3,15.4,Race,Hispanic,
28598,2012,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",11.1,11.1,11.0,11.2,Gender,Male,
28726,2011,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.3,8.3,8.1,8.5,Race,Other,
28793,2009,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",11.2,11.2,11.1,11.3,Gender,Male,
28830,2011,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",9.1,9.1,9.0,9.1,Race,Non-Hispanic White,
29021,2007,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.6,8.6,8.3,8.8,Race,Other,
29105,2010,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",24.1,24.1,23.9,24.4,Race,Non-Hispanic Black,
29154,2009,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",7.7,7.7,7.5,7.9,Race,Other,
29174,2008,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.6,8.6,8.5,8.6,Gender,Female,
29192,2011,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",13.2,13.2,12.7,13.6,Race,Hispanic,
29193,2012,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.6,8.6,8.6,8.7,Gender,Female,
29239,2010,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.9,8.9,8.8,8.9,Gender,Female,
29268,2009,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.7,8.7,8.6,8.8,Gender,Female,
29388,2011,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",25.3,25.3,25.0,25.6,Race,Non-Hispanic Black,
29454,2008,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",11.1,11.1,11.0,11.1,Gender,Male,
29644,2010,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",13.4,13.4,12.9,13.8,Race,Hispanic,
29647,2010,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.7,8.7,8.6,8.7,Race,Non-Hispanic White,
29704,2008,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.5,8.5,8.5,8.6,Race,Non-Hispanic White,
29762,2012,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",24.3,24.3,24.0,24.5,Race,Non-Hispanic Black,
29770,2009,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.6,8.6,8.5,8.6,Race,Non-Hispanic White,
29807,2012,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.4,8.4,8.4,8.5,Race,Non-Hispanic White,
30101,2009,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",23.7,23.7,23.5,24.0,Race,Non-Hispanic Black,
30148,2008,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",22.6,22.6,22.4,22.9,Race,Non-Hispanic Black,
30189,2011,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",11.9,11.9,11.8,12.0,Gender,Male,
30243,2012,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",12.2,12.2,11.8,12.6,Race,Hispanic,
30436,2010,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.0,8.0,7.8,8.3,Race,Other,
30441,2009,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",13.2,13.2,12.7,13.7,Race,Hispanic,
30553,2010,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",11.4,11.4,11.3,11.5,Gender,Male,
30563,2008,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",12.9,12.9,12.4,13.4,Race,Hispanic,
30611,2004,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",20.2,20.2,19.6,20.7,Race,Other,
30680,2005,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",21.5,21.5,21.3,21.6,Gender,Female,
30705,2007,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",32.4,32.4,32.0,32.9,Race,Non-Hispanic Black,
30741,2013,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",11.7,11.7,11.3,12.1,Race,Hispanic,
30758,2006,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",22.8,22.8,22.7,22.9,Race,Non-Hispanic White,
30881,2007,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",22.7,22.7,22.0,23.3,Race,Hispanic,
30892,2005,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",25.5,25.5,24.9,26.2,Race,Hispanic,
30897,2013,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",23.3,23.3,23.0,23.5,Race,Non-Hispanic Black,
30959,2004,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",23.2,23.2,23.1,23.3,Gender,Female,
30993,2005,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",27.3,27.3,27.2,27.5,Gender,Male,
31031,2006,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",21.2,21.2,21.1,21.3,Gender,Female,
31180,2005,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",22.9,22.9,22.8,23.0,Race,Non-Hispanic White,
31375,2004,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",24.6,24.6,24.5,24.7,Race,Non-Hispanic White,
31412,2006,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",18.4,18.4,17.9,18.9,Race,Other,
31441,2006,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",27.0,27.0,26.9,27.2,Gender,Male,
31500,2004,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",28.8,28.8,28.7,29.0,Gender,Male,
31534,2013,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",10.8,10.8,10.7,10.8,Gender,Male,
31699,2005,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",36.3,36.3,35.9,36.7,Race,Non-Hispanic Black,
31811,2006,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",24.3,24.3,23.7,24.9,Race,Hispanic,
31903,2004,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",37.6,37.6,37.2,38.0,Race,Non-Hispanic Black,
31951,2013,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 65 to 74 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",8.4,8.4,8.3,8.4,Gender,Female,
31960,2007,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",24.0,24.0,23.9,24.2,Gender,Male,
32171,2004,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",27.0,27.0,26.3,27.6,Race,Hispanic,
32203,2006,United States,Cardiovascular Diseases,Heart Failure,Rate of hospitalizations among adults aged 75 to 84 years with heart failure as the principal diagnosis (among FFS Medicare beneficiaries (65+)),Crude,"Rate per 1,000",35.4,35.4,34.9,35.8,Race,Non-Hispanic Black,
